ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,66244724.0000,960000,20260624

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
1605,INPEX CORPORATION,JP3294460005,TSE,JPY,21600.0000000000,3456
1812,KAJIMA CORP,JP3210200006,TSE,JPY,6300.0000000000,5725
1925,DAIWA HOUSE INDS,JP3505000004,TSE,JPY,2000.0000000000,4275
1944,KINDEN CORP,JP3263000006,TSE,JPY,7900.0000000000,8073
2001,NIPPN CORPORATION,JP3723000000,TSE,JPY,3900.0000000000,2755
2802,AJINOMOTO CO INC,JP3119600009,TSE,JPY,700.0000000000,5652
285A,KIOXIA HLDGS CORP,JP3236330001,TSE,JPY,200.0000000000,92290
3064,MONOTARO CO.LTD,JP3922950005,TSE,JPY,95500.0000000000,1757
3382,SEVEN & I HOLDINGS,JP3422950000,TSE,JPY,25500.0000000000,1868.5
3891,NIPPON KODOSHI,JP3707000000,TSE,JPY,4000.0000000000,9590
4022,RASA INDUSTRIES,JP3967400007,TSE,JPY,8500.0000000000,2409
4061,DENKA COMPANY LTD,JP3549600009,TSE,JPY,6800.0000000000,4361
4063,SHIN-ETSU CHEMICAL,JP3371200001,TSE,JPY,15300.0000000000,7301
4403,NOF CORP,JP3753400005,TSE,JPY,7100.0000000000,2619.5
4461,DKS CO. LTD.,JP3475000000,TSE,JPY,700.0000000000,12500
4519,CHUGAI PHARM CO,JP3519400000,TSE,JPY,3500.0000000000,7434
4568,DAIICHI SANKYO COM,JP3475350009,TSE,JPY,21000.0000000000,2520
4613,KANSAI PAINT CO,JP3229400001,TSE,JPY,3300.0000000000,2612
4666,PARK 24 CO LTD,JP3780100008,TSE,JPY,23000.0000000000,1992
4684,OBIC CO LTD,JP3173400007,TSE,JPY,18000.0000000000,3700
4686,JUSTSYSTEMS CORP,JP3388450003,TSE,JPY,10400.0000000000,3600
5334,NITERRA CO LTD,JP3738600000,TSE,JPY,600.0000000000,10625
5631,JAPAN STEEL WORKS,JP3721400004,TSE,JPY,13900.0000000000,7755
5802,SUMITOMO ELECTRIC,JP3407400005,TSE,JPY,700.0000000000,12595
5991,NHK SPRING CO LTD,JP3742600004,TSE,JPY,1000.0000000000,4054
6005,MIURA CO LTD,JP3880800002,TSE,JPY,4400.0000000000,3161
6055,JAPAN MATERIAL CO,JP3389680004,TSE,JPY,7800.0000000000,2555
6098,RECRUIT HLDGS CO L,JP3970300004,TSE,JPY,22800.0000000000,11115
6134,FUJI CORPORATION,JP3809200003,TSE,JPY,6400.0000000000,8142
6146,DISCO CORPORATION,JP3548600000,TSE,JPY,400.0000000000,82870
6301,KOMATSU,JP3304200003,TSE,JPY,1100.0000000000,6539
6331,MITSUBISHI KAKOKI,JP3896000001,TSE,JPY,900.0000000000,3880
6361,EBARA CORP,JP3166000004,TSE,JPY,6200.0000000000,6356
6367,DAIKIN INDUSTRIES,JP3481800005,TSE,JPY,1100.0000000000,23630
6383,DAIFUKU CO LTD,JP3497400006,TSE,JPY,500.0000000000,7094
6501,HITACHI,JP3788600009,TSE,JPY,6200.0000000000,4750
6504,FUJI ELECTRIC CO.,JP3820000002,TSE,JPY,2500.0000000000,14600
6702,FUJITSU,JP3818000006,TSE,JPY,10700.0000000000,3162
6750,ELECOM CO,JP3168200008,TSE,JPY,5200.0000000000,1708
6758,SONY GROUP CORPORA,JP3435000009,TSE,JPY,39200.0000000000,3159
6762,TDK CORP,JP3538800008,TSE,JPY,1300.0000000000,3943
6845,AZBIL CORP,JP3937200008,TSE,JPY,13400.0000000000,1701.5
6857,ADVANTEST CORP,JP3122400009,TSE,JPY,1900.0000000000,31430
6861,KEYENCE CORP,JP3236200006,TSE,JPY,600.0000000000,75680
6951,JEOL LTD,JP3735000006,TSE,JPY,5200.0000000000,6970
6954,FANUC CORP,JP3802400006,TSE,JPY,3700.0000000000,7459
6981,MURATA MFG CO,JP3914400001,TSE,JPY,25700.0000000000,11005
7182,JAPAN POST BANK CO,JP3946750001,TSE,JPY,24700.0000000000,3210
7202,ISUZU MOTORS,JP3137200006,TSE,JPY,13900.0000000000,2206
7203,TOYOTA MOTOR CORP,JP3633400001,TSE,JPY,95900.0000000000,2706
7366,LITALICO INC,JP3974470001,TSE,JPY,11600.0000000000,1538
7532,PAN PACIFIC INTL H,JP3639650005,TSE,JPY,92500.0000000000,813.4
7550,ZENSHO HOLDINGS,JP3429300001,TSE,JPY,2500.0000000000,7546
